A_ID,父母A,B_ID,父母B,结果_ID,配种结果,去除重复,a+b,“去除重复”列的筛选如果只选 TRUE ，则每种配方只出现一次，方便人眼看，但不方便父母列的搜索。请根据需要筛选此列
73,迅雷鸟,110,唤冬兽,98,魔渊龙,TRUE,183,,
73,迅雷鸟,110,唤夜兽,98,魔渊龙,TRUE,183,,
110,唤夜兽,73,迅雷鸟,98,魔渊龙,FALSE,183,,
110,唤冬兽,73,迅雷鸟,98,魔渊龙,FALSE,183,,
88,熔岩兽,96,焰煌,98,魔渊龙,TRUE,184,,
96,焰煌,88,熔岩兽,98,魔渊龙,FALSE,184,,
73,迅雷鸟,111,空涡龙,98,魔渊龙,TRUE,184,,
111,空涡龙,73,迅雷鸟,98,魔渊龙,FALSE,184,,
83,冰棘兽,103,暴电熊,98,魔渊龙,TRUE,186,,
96,焰煌,90,森猛犸,98,魔渊龙,FALSE,186,,
90,森猛犸,96,焰煌,98,魔渊龙,TRUE,186,,
103,暴电熊,83,冰棘兽,98,魔渊龙,FALSE,186,,
90,雪猛犸,96,焰煌,98,魔渊龙,TRUE,186,,
96,焰煌,90,雪猛犸,98,魔渊龙,FALSE,186,,
102,朱雀,85,派克龙,98,魔渊龙,FALSE,187,,
104,黑月女王,83,冰棘兽,98,魔渊龙,FALSE,187,,
102,朱雀,85,佩克龙,98,魔渊龙,FALSE,187,,
102,清雀,85,派克龙,98,魔渊龙,FALSE,187,,
102,清雀,85,佩克龙,98,魔渊龙,FALSE,187,,
85,佩克龙,102,清雀,98,魔渊龙,TRUE,187,,
85,佩克龙,102,朱雀,98,魔渊龙,TRUE,187,,
85,派克龙,102,清雀,98,魔渊龙,TRUE,187,,
85,派克龙,102,朱雀,98,魔渊龙,TRUE,187,,
83,冰棘兽,104,黑月女王,98,魔渊龙,TRUE,187,,
85,派克龙,107,异构格里芬,98,魔渊龙,TRUE,192,,
102,清雀,90,雪猛犸,98,魔渊龙,FALSE,192,,
102,朱雀,90,雪猛犸,98,魔渊龙,FALSE,192,,
90,雪猛犸,102,清雀,98,魔渊龙,TRUE,192,,
102,清雀,90,森猛犸,98,魔渊龙,FALSE,192,,
85,佩克龙,107,异构格里芬,98,魔渊龙,TRUE,192,,
90,雪猛犸,102,朱雀,98,魔渊龙,TRUE,192,,
107,异构格里芬,85,派克龙,98,魔渊龙,FALSE,192,,
90,森猛犸,102,清雀,98,魔渊龙,TRUE,192,,
107,异构格里芬,85,佩克龙,98,魔渊龙,FALSE,192,,
109,混沌骑士,85,派克龙,98,魔渊龙,FALSE,194,,
85,派克龙,109,混沌骑士,98,魔渊龙,TRUE,194,,
107,异构格里芬,88,寒霜兽,98,魔渊龙,FALSE,195,,
98,魔渊龙,97,雷冥鸟,98,魔渊龙,FALSE,195,,
88,寒霜兽,107,异构格里芬,98,魔渊龙,TRUE,195,,
97,雷冥鸟,98,魔渊龙,98,魔渊龙,TRUE,195,,
108,圣光骑士,88,寒霜兽,98,魔渊龙,FALSE,196,,
98,魔渊龙,98,魔渊龙,98,魔渊龙,TRUE,196,,
88,寒霜兽,108,圣光骑士,98,魔渊龙,TRUE,196,,
109,混沌骑士,88,寒霜兽,98,魔渊龙,FALSE,197,,
101,覆海龙,96,焰煌,98,魔渊龙,FALSE,197,,
88,寒霜兽,109,混沌骑士,98,魔渊龙,TRUE,197,,
101,腾炎龙,96,焰煌,98,魔渊龙,FALSE,197,,
96,焰煌,101,腾炎龙,98,魔渊龙,TRUE,197,,
96,焰煌,101,覆海龙,98,魔渊龙,TRUE,197,,
88,寒霜兽,110,唤夜兽,98,魔渊龙,TRUE,198,,
110,唤夜兽,88,寒霜兽,98,魔渊龙,FALSE,198,,
111,空涡龙,88,寒霜兽,98,魔渊龙,FALSE,199,,
88,寒霜兽,111,空涡龙,98,魔渊龙,TRUE,199,,
99,冥铠蝎,102,朱雀,98,魔渊龙,TRUE,201,,
99,冥铠蝎,102,清雀,98,魔渊龙,TRUE,201,,
102,朱雀,99,冥铠蝎,98,魔渊龙,FALSE,201,,
102,清雀,99,冥铠蝎,98,魔渊龙,FALSE,201,,
97,雷冥鸟,106,波鲁杰克斯,98,魔渊龙,TRUE,203,,
102,清雀,101,覆海龙,98,魔渊龙,FALSE,203,,
101,覆海龙,102,清雀,98,魔渊龙,TRUE,203,,
106,波鲁杰克斯,97,雷冥鸟,98,魔渊龙,FALSE,203,,
98,魔渊龙,106,波鲁杰克斯,98,魔渊龙,TRUE,204,,
106,波鲁杰克斯,98,魔渊龙,98,魔渊龙,FALSE,204,,
102,朱雀,104,百合女王,98,魔渊龙,TRUE,206,,
104,百合女王,102,朱雀,98,魔渊龙,FALSE,206,,
107,异构格里芬,99,冥铠蝎,98,魔渊龙,FALSE,206,,
99,冥铠蝎,107,异构格里芬,98,魔渊龙,TRUE,206,,
110,唤夜兽,97,雷冥鸟,98,魔渊龙,FALSE,207,,
108,圣光骑士,99,冥铠蝎,98,魔渊龙,FALSE,207,,
99,冥铠蝎,108,圣光骑士,98,魔渊龙,TRUE,207,,
97,雷冥鸟,110,唤夜兽,98,魔渊龙,TRUE,207,,
99,冥铠蝎,109,混沌骑士,98,魔渊龙,TRUE,208,,
109,混沌骑士,99,冥铠蝎,98,魔渊龙,FALSE,208,,
103,暴电熊,106,波鲁杰克斯,98,魔渊龙,TRUE,209,,
106,波鲁杰克斯,103,暴电熊,98,魔渊龙,FALSE,209,,
104,百合女王,107,异构格里芬,98,魔渊龙,TRUE,211,,
107,异构格里芬,104,百合女王,98,魔渊龙,FALSE,211,,
104,黑月女王,108,圣光骑士,98,魔渊龙,TRUE,212,,
104,百合女王,108,圣光骑士,98,魔渊龙,TRUE,212,,
108,圣光骑士,104,黑月女王,98,魔渊龙,FALSE,212,,
108,圣光骑士,104,百合女王,98,魔渊龙,FALSE,212,,
103,暴电熊,110,唤夜兽,98,魔渊龙,TRUE,213,,
110,唤夜兽,103,暴电熊,98,魔渊龙,FALSE,213,,
104,百合女王,109,混沌骑士,98,魔渊龙,TRUE,213,,
109,混沌骑士,104,百合女王,98,魔渊龙,FALSE,213,,
103,暴电熊,110,唤冬兽,98,魔渊龙,TRUE,213,,
110,唤冬兽,103,暴电熊,98,魔渊龙,FALSE,213,,
111,空涡龙,103,暴电熊,98,魔渊龙,FALSE,214,,
110,唤冬兽,104,黑月女王,98,魔渊龙,FALSE,214,,
110,唤夜兽,104,黑月女王,98,魔渊龙,FALSE,214,,
103,暴电熊,111,空涡龙,98,魔渊龙,TRUE,214,,
104,黑月女王,110,唤冬兽,98,魔渊龙,TRUE,214,,
104,黑月女王,110,唤夜兽,98,魔渊龙,TRUE,214,,
104,黑月女王,111,空涡龙,98,魔渊龙,TRUE,215,,
111,空涡龙,104,黑月女王,98,魔渊龙,FALSE,215,,
111,空涡龙,104,百合女王,98,魔渊龙,FALSE,215,,
104,百合女王,111,空涡龙,98,魔渊龙,TRUE,215,,
58,邪麒麟,33,叶胖达,51,女皇蜂,FALSE,91,,
33,叶胖达,58,邪麒麟,51,女皇蜂,TRUE,91,,
58,邪麒麟,38,疾风隼,51,女皇蜂,FALSE,96,,
38,疾风隼,58,邪麒麟,51,女皇蜂,TRUE,96,,
51,女皇蜂,51,女皇蜂,51,女皇蜂,TRUE,102,,
98,魔渊龙,11,企丸王,51,女皇蜂,FALSE,109,,
11,企丸王,98,魔渊龙,51,女皇蜂,TRUE,109,,
11,企丸王,106,波鲁杰克斯,51,女皇蜂,TRUE,117,,
106,波鲁杰克斯,11,企丸王,51,女皇蜂,FALSE,117,,
85,佩克龙,33,雷胖达,51,女皇蜂,FALSE,118,,
33,雷胖达,85,派克龙,51,女皇蜂,TRUE,118,,
85,派克龙,33,雷胖达,51,女皇蜂,FALSE,118,,
33,雷胖达,85,佩克龙,51,女皇蜂,TRUE,118,,
88,寒霜兽,33,叶胖达,51,女皇蜂,FALSE,121,,
33,叶胖达,88,寒霜兽,51,女皇蜂,TRUE,121,,
104,百合女王,38,疾风隼,51,女皇蜂,FALSE,142,,
38,疾风隼,104,百合女王,51,女皇蜂,TRUE,142,,
51,女皇蜂,92,铠格力斯,51,女皇蜂,TRUE,143,,
92,铠格力斯,51,女皇蜂,51,女皇蜂,FALSE,143,,
90,森猛犸,58,火麒麟,51,女皇蜂,FALSE,148,,
58,火麒麟,90,森猛犸,51,女皇蜂,TRUE,148,,
108,圣光骑士,40,炎魔羊,51,女皇蜂,FALSE,148,,
40,暗魔羊,108,圣光骑士,51,女皇蜂,TRUE,148,,
108,圣光骑士,40,暗魔羊,51,女皇蜂,FALSE,148,,
40,炎魔羊,108,圣光骑士,51,女皇蜂,TRUE,148,,
40,炎魔羊,109,混沌骑士,51,女皇蜂,TRUE,149,,
109,混沌骑士,40,炎魔羊,51,女皇蜂,FALSE,149,,
98,魔渊龙,52,笑魇猫,51,女皇蜂,FALSE,150,,
52,笑魇猫,98,魔渊龙,51,女皇蜂,TRUE,150,,
111,空涡龙,40,暗魔羊,51,女皇蜂,FALSE,151,,
40,暗魔羊,111,空涡龙,51,女皇蜂,TRUE,151,,
73,迅雷鸟,79,绸笠蛾,51,女皇蜂,TRUE,152,,
79,绸笠蛾,73,迅雷鸟,51,女皇蜂,FALSE,152,,
99,冥铠蝎,54,毛老爹,51,女皇蜂,FALSE,153,,
54,毛老爹,99,冥铠蝎,51,女皇蜂,TRUE,153,,
54,毛老爹,104,百合女王,51,女皇蜂,TRUE,158,,
104,百合女王,54,毛老爹,51,女皇蜂,FALSE,158,,
74,燧火鸟,85,佩克龙,51,女皇蜂,TRUE,159,,
85,佩克龙,74,燧火鸟,51,女皇蜂,FALSE,159,,
101,覆海龙,58,火麒麟,51,女皇蜂,FALSE,159,,
58,火麒麟,101,覆海龙,51,女皇蜂,TRUE,159,,
89,冰帝美露帕,73,迅雷鸟,51,女皇蜂,FALSE,162,,
73,迅雷鸟,89,冰帝美露帕,51,女皇蜂,TRUE,162,,
80,精灵龙,83,冰棘兽,51,女皇蜂,TRUE,163,,
80,水灵龙,83,冰棘兽,51,女皇蜂,TRUE,163,,
83,冰棘兽,80,精灵龙,51,女皇蜂,FALSE,163,,
83,冰棘兽,80,水灵龙,51,女皇蜂,FALSE,163,,
90,雪猛犸,74,燧火鸟,51,女皇蜂,FALSE,164,,
74,燧火鸟,90,雪猛犸,51,女皇蜂,TRUE,164,,
96,焰煌,71,烽歌龙,51,女皇蜂,FALSE,167,,
71,烽歌龙,96,焰煌,51,女皇蜂,TRUE,167,,
102,朱雀,71,霜歌龙,51,女皇蜂,FALSE,173,,
71,霜歌龙,102,朱雀,51,女皇蜂,TRUE,173,,
72,浪刃武士,102,清雀,51,女皇蜂,TRUE,174,,
102,清雀,72,浪刃武士,51,女皇蜂,FALSE,174,,
65,滑水蛇,110,唤夜兽,51,女皇蜂,TRUE,175,,
110,唤冬兽,65,流沙蛇,51,女皇蜂,FALSE,175,,
110,唤夜兽,65,滑水蛇,51,女皇蜂,FALSE,175,,
65,流沙蛇,110,唤冬兽,51,女皇蜂,TRUE,175,,
88,寒霜兽,89,冰帝美露帕,51,女皇蜂,TRUE,177,,
89,冰帝美露帕,88,寒霜兽,51,女皇蜂,FALSE,177,,
88,熔岩兽,92,铠格力斯,51,女皇蜂,TRUE,180,,
92,铠格力斯,88,熔岩兽,51,女皇蜂,FALSE,180,,
104,黑月女王,79,绸笠蛾,51,女皇蜂,FALSE,183,,
95,天羽龙,88,熔岩兽,51,女皇蜂,FALSE,183,,
88,熔岩兽,95,天羽龙,51,女皇蜂,TRUE,183,,
79,绸笠蛾,104,黑月女王,51,女皇蜂,TRUE,183,,
80,水灵龙,106,波鲁杰克斯,51,女皇蜂,TRUE,186,,
97,雷冥鸟,89,君王美露帕,51,女皇蜂,FALSE,186,,
89,君王美露帕,97,雷冥鸟,51,女皇蜂,TRUE,186,,
106,波鲁杰克斯,80,水灵龙,51,女皇蜂,FALSE,186,,
91,绿苔绒怪,97,雷冥鸟,51,女皇蜂,TRUE,188,,
97,雷冥鸟,91,绿苔绒怪,51,女皇蜂,FALSE,188,,
80,精灵龙,110,唤冬兽,51,女皇蜂,TRUE,190,,
110,唤冬兽,80,精灵龙,51,女皇蜂,FALSE,190,,
103,暴电熊,89,君王美露帕,51,女皇蜂,FALSE,192,,
89,君王美露帕,103,暴电熊,51,女皇蜂,TRUE,192,,
92,铠格力斯,101,腾炎龙,51,女皇蜂,TRUE,193,,
101,腾炎龙,92,铠格力斯,51,女皇蜂,FALSE,193,,
103,暴电熊,91,白绒雪怪,51,女皇蜂,FALSE,194,,
91,白绒雪怪,103,暴电熊,51,女皇蜂,TRUE,194,,
91,白绒雪怪,104,黑月女王,51,女皇蜂,TRUE,195,,
104,黑月女王,91,白绒雪怪,51,女皇蜂,FALSE,195,,
105,荷鲁斯,90,森猛犸,51,女皇蜂,FALSE,195,,
90,雪猛犸,105,荷鲁斯,51,女皇蜂,TRUE,195,,
105,荷鲁斯,90,雪猛犸,51,女皇蜂,FALSE,195,,
90,森猛犸,105,荷鲁斯,51,女皇蜂,TRUE,195,,
101,腾炎龙,95,天羽龙,51,女皇蜂,FALSE,196,,
95,天羽龙,101,腾炎龙,51,女皇蜂,TRUE,196,,
95,天羽龙,101,覆海龙,51,女皇蜂,TRUE,196,,
101,覆海龙,95,天羽龙,51,女皇蜂,FALSE,196,,
110,唤夜兽,100,阿努比斯,51,女皇蜂,FALSE,210,,
100,阿努比斯,110,唤夜兽,51,女皇蜂,TRUE,210,,
100,阿努比斯,111,空涡龙,51,女皇蜂,TRUE,211,,
111,空涡龙,100,阿努比斯,51,女皇蜂,FALSE,211,,
33,雷胖达,5,火绒狐,43,趴趴鲶,FALSE,38,,
5,火绒狐,33,雷胖达,43,趴趴鲶,TRUE,38,,
11,企丸王,28,波娜兔,43,趴趴鲶,TRUE,39,,
28,波娜兔,11,企丸王,43,趴趴鲶,FALSE,39,,
7,伏特喵,33,雷胖达,43,趴趴鲶,TRUE,40,,
33,雷胖达,7,伏特喵,43,趴趴鲶,FALSE,40,,
12,电棘鼠,33,叶胖达,43,趴趴鲶,TRUE,45,,
33,叶胖达,12,冰刺鼠,43,趴趴鲶,FALSE,45,,
12,冰刺鼠,33,叶胖达,43,趴趴鲶,TRUE,45,,
33,叶胖达,12,电棘鼠,43,趴趴鲶,FALSE,45,,
12,电棘鼠,38,疾风隼,43,趴趴鲶,TRUE,50,,
38,疾风隼,12,电棘鼠,43,趴趴鲶,FALSE,50,,
1,棉悠悠,51,女皇蜂,43,趴趴鲶,TRUE,52,,
51,女皇蜂,1,棉悠悠,43,趴趴鲶,FALSE,52,,
2,捣蛋猫,51,女皇蜂,43,趴趴鲶,TRUE,53,,
51,女皇蜂,2,捣蛋猫,43,趴趴鲶,FALSE,53,,
17,瞅什魔,38,疾风隼,43,趴趴鲶,TRUE,55,,
38,疾风隼,17,瞅什魔,43,趴趴鲶,FALSE,55,,
25,鲁米儿,35,灌木羊,43,趴趴鲶,TRUE,60,,
35,灌木羊,25,鲁米儿,43,趴趴鲶,FALSE,60,,
40,暗魔羊,22,遁地鼠,43,趴趴鲶,FALSE,62,,
22,遁地鼠,40,暗魔羊,43,趴趴鲶,TRUE,62,,
58,火麒麟,4,翠叶鼠,43,趴趴鲶,FALSE,62,,
25,鲁米儿,37,紫霞鹿,43,趴趴鲶,TRUE,62,,
4,翠叶鼠,58,火麒麟,43,趴趴鲶,TRUE,62,,
37,紫霞鹿,25,鲁米儿,43,趴趴鲶,FALSE,62,,
29,波霸牛,36,美露帕,43,趴趴鲶,TRUE,65,,
36,美露帕,29,波霸牛,43,趴趴鲶,FALSE,65,,
51,女皇蜂,18,米露菲,43,趴趴鲶,FALSE,69,,
18,米露菲,51,女皇蜂,43,趴趴鲶,TRUE,69,,
54,毛老爹,15,啼卡尔,43,趴趴鲶,FALSE,69,,
15,啼卡尔,54,毛老爹,43,趴趴鲶,TRUE,69,,
54,毛老爹,17,瞅什魔,43,趴趴鲶,FALSE,71,,
17,瞅什魔,54,毛老爹,43,趴趴鲶,TRUE,71,,
37,祇岳鹿,36,美露帕,43,趴趴鲶,FALSE,73,,
8,新叶猿,65,流沙蛇,43,趴趴鲶,TRUE,73,,
36,美露帕,37,祇岳鹿,43,趴趴鲶,TRUE,73,,
65,流沙蛇,8,新叶猿,43,趴趴鲶,FALSE,73,,
52,笑魇猫,23,勾魂鱿,43,趴趴鲶,FALSE,75,,
23,勾魂鱿,52,笑魇猫,43,趴趴鲶,TRUE,75,,
65,滑水蛇,13,叶泥泥(特殊),43,趴趴鲶,FALSE,78,,
13,叶泥泥,65,滑水蛇,43,趴趴鲶,TRUE,78,,
65,流沙蛇,13,叶泥泥,43,趴趴鲶,FALSE,78,,
65,流沙蛇,13,叶泥泥(特殊),43,趴趴鲶,FALSE,78,,
13,叶泥泥(特殊),65,滑水蛇,43,趴趴鲶,TRUE,78,,
65,滑水蛇,13,叶泥泥,43,趴趴鲶,FALSE,78,,
13,叶泥泥,65,流沙蛇,43,趴趴鲶,TRUE,78,,
13,叶泥泥(特殊),65,流沙蛇,43,趴趴鲶,TRUE,78,,
36,美露帕,43,趴趴鲶,43,趴趴鲶,TRUE,79,,
43,趴趴鲶,36,美露帕,43,趴趴鲶,FALSE,79,,
41,幻悦蝶,39,姬小兔,43,趴趴鲶,FALSE,80,,
43,趴趴鲶,37,祇岳鹿,43,趴趴鲶,FALSE,80,,
28,波娜兔,52,笑魇猫,43,趴趴鲶,TRUE,80,,
52,笑魇猫,28,波娜兔,43,趴趴鲶,FALSE,80,,
37,祇岳鹿,43,趴趴鲶,43,趴趴鲶,TRUE,80,,
39,姬小兔,41,幻悦蝶,43,趴趴鲶,TRUE,80,,
74,燧火鸟,7,伏特喵,43,趴趴鲶,FALSE,81,,
72,浪刃武士,9,燎火鹿,43,趴趴鲶,FALSE,81,,
9,燎火鹿,72,浪刃武士,43,趴趴鲶,TRUE,81,,
7,伏特喵,74,燧火鸟,43,趴趴鲶,TRUE,81,,
24,冰丝特,58,火麒麟,43,趴趴鲶,TRUE,82,,
58,火麒麟,24,冰丝特,43,趴趴鲶,FALSE,82,,
19,寐魔,65,滑水蛇,43,趴趴鲶,TRUE,84,,
65,滑水蛇,19,寐魔,43,趴趴鲶,FALSE,84,,
43,趴趴鲶,43,趴趴鲶,43,趴趴鲶,TRUE,86,,
26,猎狼,60,霹雳犬,43,趴趴鲶,TRUE,86,,
60,霹雳犬,26,猎狼,43,趴趴鲶,FALSE,86,,
59,严冬鹿,29,波霸牛,43,趴趴鲶,FALSE,88,,
80,精灵龙,8,新叶猿,43,趴趴鲶,FALSE,88,,
8,新叶猿,80,精灵龙,43,趴趴鲶,TRUE,88,,
29,波霸牛,59,严冬鹿,43,趴趴鲶,TRUE,88,,
88,熔岩兽,1,棉悠悠,43,趴趴鲶,FALSE,89,,
79,绸笠蛾,10,企丸丸,43,趴趴鲶,FALSE,89,,
1,棉悠悠,88,熔岩兽,43,趴趴鲶,TRUE,89,,
10,企丸丸,79,绸笠蛾,43,趴趴鲶,TRUE,89,,
48,山岳射手,42,炽焰牛,43,趴趴鲶,FALSE,90,,
42,炽焰牛,48,山岳射手,43,趴趴鲶,TRUE,90,,
20,草莽猪,71,烽歌龙,43,趴趴鲶,TRUE,91,,
71,烽歌龙,20,草莽猪,43,趴趴鲶,FALSE,91,,
21,露娜蒂,71,霜歌龙,43,趴趴鲶,TRUE,92,,
11,企丸王,81,火灵儿,43,趴趴鲶,TRUE,92,,
71,霜歌龙,21,露娜蒂,43,趴趴鲶,FALSE,92,,
81,火灵儿,11,企丸王,43,趴趴鲶,FALSE,92,,
90,雪猛犸,3,皮皮鸡,43,趴趴鲶,FALSE,93,,
3,皮皮鸡,90,森猛犸,43,趴趴鲶,TRUE,93,,
90,森猛犸,3,皮皮鸡,43,趴趴鲶,FALSE,93,,
3,皮皮鸡,90,雪猛犸,43,趴趴鲶,TRUE,93,,
41,幻悦蝶,53,毛掸儿,43,趴趴鲶,TRUE,94,,
2,捣蛋猫,92,铠格力斯,43,趴趴鲶,TRUE,94,,
53,毛掸儿,41,幻悦蝶,43,趴趴鲶,FALSE,94,,
92,铠格力斯,2,捣蛋猫,43,趴趴鲶,FALSE,94,,
6,冲浪鸭,89,君王美露帕,43,趴趴鲶,TRUE,95,,
89,君王美露帕,6,冲浪鸭,43,趴趴鲶,FALSE,95,,
59,严冬鹿,37,紫霞鹿,43,趴趴鲶,FALSE,96,,
37,紫霞鹿,59,严冬鹿,43,趴趴鲶,TRUE,96,,
91,白绒雪怪,6,冲浪鸭,43,趴趴鲶,FALSE,97,,
6,冲浪鸭,91,白绒雪怪,43,趴趴鲶,TRUE,97,,
10,企丸丸,89,冰帝美露帕,43,趴趴鲶,TRUE,99,,
89,冰帝美露帕,10,企丸丸,43,趴趴鲶,FALSE,99,,
89,冰帝美露帕,12,冰刺鼠,43,趴趴鲶,FALSE,101,,
12,冰刺鼠,89,冰帝美露帕,43,趴趴鲶,TRUE,101,,
45,朋克蜥,56,雷角马,43,趴趴鲶,TRUE,101,,
56,雷角马,45,朋克蜥,43,趴趴鲶,FALSE,101,,
40,暗魔羊,62,雷鸣童子,43,趴趴鲶,TRUE,102,,
40,炎魔羊,62,雷鸣童子,43,趴趴鲶,TRUE,102,,
62,雷鸣童子,40,炎魔羊,43,趴趴鲶,FALSE,102,,
101,腾炎龙,1,棉悠悠,43,趴趴鲶,FALSE,102,,
1,棉悠悠,101,腾炎龙,43,趴趴鲶,TRUE,102,,
62,雷鸣童子,40,暗魔羊,43,趴趴鲶,FALSE,102,,
48,山岳射手,55,疾旋鼬,43,趴趴鲶,TRUE,103,,
55,疾旋鼬,48,山岳射手,43,趴趴鲶,FALSE,103,,
33,雷胖达,70,融焰娘,43,趴趴鲶,TRUE,103,,
70,融焰娘,33,雷胖达,43,趴趴鲶,FALSE,103,,
20,草莽猪,84,狱阎王,43,趴趴鲶,TRUE,104,,
84,狱阎王,20,草莽猪,43,趴趴鲶,FALSE,104,,
57,吹雪狐,47,天擒鸟,43,趴趴鲶,FALSE,104,,
47,天擒鸟,57,吹雪狐,43,趴趴鲶,TRUE,104,,
82,碧海龙,23,勾魂鱿,43,趴趴鲶,FALSE,105,,
23,勾魂鱿,82,碧海龙,43,趴趴鲶,TRUE,105,,
14,玉藻狐,92,铠格力斯,43,趴趴鲶,TRUE,106,,
74,燧火鸟,32,冰缚灵,43,趴趴鲶,FALSE,106,,
32,冰缚灵,74,燧火鸟,43,趴趴鲶,TRUE,106,,
57,吹雪狐,49,铁拳猿,43,趴趴鲶,FALSE,106,,
92,铠格力斯,14,玉藻狐,43,趴趴鲶,FALSE,106,,
32,吊缚灵,74,燧火鸟,43,趴趴鲶,TRUE,106,,
75,暗巫猫,31,红小鲨,43,趴趴鲶,FALSE,106,,
79,绸笠蛾,27,炸蛋鸟,43,趴趴鲶,FALSE,106,,
75,暗巫猫,31,鲨小子,43,趴趴鲶,FALSE,106,,
74,燧火鸟,32,吊缚灵,43,趴趴鲶,FALSE,106,,
90,森猛犸,16,壶小象,43,趴趴鲶,FALSE,106,,
31,红小鲨,75,暗巫猫,43,趴趴鲶,TRUE,106,,
49,铁拳猿,57,吹雪狐,43,趴趴鲶,TRUE,106,,
16,壶小象,90,森猛犸,43,趴趴鲶,TRUE,106,,
27,炸蛋鸟,79,绸笠蛾,43,趴趴鲶,TRUE,106,,
31,鲨小子,75,暗巫猫,43,趴趴鲶,TRUE,106,,
14,玉藻狐,95,天羽龙,43,趴趴鲶,TRUE,109,,
4,翠叶鼠,105,荷鲁斯,43,趴趴鲶,TRUE,109,,
105,荷鲁斯,4,翠叶鼠,43,趴趴鲶,FALSE,109,,
95,天羽龙,14,玉藻狐,43,趴趴鲶,FALSE,109,,
18,米露菲,92,铠格力斯,43,趴趴鲶,TRUE,110,,
92,铠格力斯,18,米露菲,43,趴趴鲶,FALSE,110,,
88,熔岩兽,24,喵丝特,43,趴趴鲶,FALSE,112,,
24,喵丝特,88,熔岩兽,43,趴趴鲶,TRUE,112,,
67,碎岩龟,46,月镰魔,43,趴趴鲶,FALSE,113,,
46,月镰魔,67,碎岩龟,43,趴趴鲶,TRUE,113,,
31,鲨小子,84,狱焰王,43,趴趴鲶,TRUE,115,,
84,狱焰王,31,鲨小子,43,趴趴鲶,FALSE,115,,
71,烽歌龙,45,热血蜥,43,趴趴鲶,FALSE,116,,
45,热血蜥,71,烽歌龙,43,趴趴鲶,TRUE,116,,
101,覆海龙,16,壶小象,43,趴趴鲶,FALSE,117,,
49,铁拳猿,68,猫蝠怪,43,趴趴鲶,TRUE,117,,
68,猫蝠怪,49,铁拳猿,43,趴趴鲶,FALSE,117,,
16,壶小象,101,覆海龙,43,趴趴鲶,TRUE,117,,
91,白绒雪怪,27,炸蛋鸟,43,趴趴鲶,FALSE,118,,
27,炸蛋鸟,91,白绒雪怪,43,趴趴鲶,TRUE,118,,
56,雷角马,63,秘斯媞雅,43,趴趴鲶,TRUE,119,,
19,寐魔,100,阿努比斯,43,趴趴鲶,TRUE,119,,
63,秘斯媞雅,56,雷角马,43,趴趴鲶,FALSE,119,,
89,君王美露帕,30,荆棘魔仙,43,趴趴鲶,FALSE,119,,
100,阿努比斯,19,寐魔,43,趴趴鲶,FALSE,119,,
95,天羽龙,24,冰丝特,43,趴趴鲶,FALSE,119,,
30,荆棘魔仙,89,君王美露帕,43,趴趴鲶,TRUE,119,,
24,冰丝特,95,天羽龙,43,趴趴鲶,TRUE,119,,
35,灌木羊,86,连理龙,43,趴趴鲶,TRUE,121,,
30,荆棘魔仙,91,绿苔绒怪,43,趴趴鲶,TRUE,121,,
86,连理龙,35,灌木羊,43,趴趴鲶,FALSE,121,,
91,绿苔绒怪,30,荆棘魔仙,43,趴趴鲶,FALSE,121,,
100,阿努比斯,22,遁地鼠,43,趴趴鲶,FALSE,122,,
22,遁地鼠,100,阿努比斯,43,趴趴鲶,TRUE,122,,
101,腾炎龙,24,喵丝特,43,趴趴鲶,FALSE,125,,
24,喵丝特,101,覆海龙,43,趴趴鲶,TRUE,125,,
24,喵丝特,101,腾炎龙,43,趴趴鲶,TRUE,125,,
101,覆海龙,24,喵丝特,43,趴趴鲶,FALSE,125,,
44,黑鸦隐士,84,狱焰王,43,趴趴鲶,TRUE,128,,
84,狱焰王,44,黑鸦隐士,43,趴趴鲶,FALSE,128,,
45,朋克蜥,84,狱阎王,43,趴趴鲶,TRUE,129,,
84,狱阎王,45,朋克蜥,43,趴趴鲶,FALSE,129,,
39,姬小兔,91,绿苔绒怪,43,趴趴鲶,TRUE,130,,
91,绿苔绒怪,39,姬小兔,43,趴趴鲶,FALSE,130,,
46,月镰魔,86,海誓龙,43,趴趴鲶,TRUE,132,,
86,海誓龙,46,月镰魔,43,趴趴鲶,FALSE,132,,
55,疾旋鼬,77,踏春兔,43,趴趴鲶,TRUE,132,,
77,踏春兔,55,疾旋鼬,43,趴趴鲶,FALSE,132,,
87,花丽娜,48,羽箭射手,43,趴趴鲶,FALSE,135,,
82,碧海龙,53,毛掸儿,43,趴趴鲶,FALSE,135,,
53,毛掸儿,82,碧海龙,43,趴趴鲶,TRUE,135,,
48,羽箭射手,87,花丽娜,43,趴趴鲶,TRUE,135,,
94,夜幕魔蝠,42,炽焰牛,43,趴趴鲶,FALSE,136,,
42,炽焰牛,94,夜幕魔蝠,43,趴趴鲶,TRUE,136,,
67,碎岩龟,69,博爱蜥,43,趴趴鲶,TRUE,136,,
69,博爱蜥,67,碎岩龟,43,趴趴鲶,FALSE,136,,
32,冰缚灵,105,荷鲁斯,43,趴趴鲶,TRUE,137,,
105,荷鲁斯,32,冰缚灵,43,趴趴鲶,FALSE,137,,
105,荷鲁斯,32,吊缚灵,43,趴趴鲶,FALSE,137,,
